type,state,candidate,date,winprob,electoral_votes_avg,electoral_votes_upr,electoral_votes_lwr,popular_votes_avg,popular_votes_upr,popular_votes_lwr
polls-plus,US,Biden,2020-06-14,76.255,336.005,443,212,53.07205,57.8587,48.30339
polls-plus,US,Biden,2020-06-13,75.935,334.6525,443,212,53.00398,57.77147,48.24353
polls-plus,US,Biden,2020-06-12,75.42999999999999,334.076,442,212,52.94989,57.68588,48.22766
polls-plus,US,Biden,2020-06-11,75.125,333.5842,442,210,52.9145,57.66437,48.18432
polls-plus,US,Biden,2020-06-10,71.1825,326.6442,438,205,52.67278,57.43367,47.92501
polls-plus,US,Biden,2020-06-09,70.72,324.3535,435,204,52.5538,57.30523,47.83714
polls-plus,US,Biden,2020-06-08,69.2525,321.8693,434,201,52.43583,57.17598,47.69545
polls-plus,US,Biden,2020-06-07,69.35,321.512,434,201,52.41333,57.1865,47.63892
polls-plus,US,Biden,2020-06-06,69.085,320.7869,433,200,52.378,57.07314,47.62445
polls-plus,US,Biden,2020-06-05,68.77250000000001,319.7408,432,199,52.32565,57.06739,47.55882
polls-plus,US,Biden,2020-06-04,70.755,324.3054,434,203,52.52184,57.19538,47.87417
polls-plus,US,Biden,2020-06-03,70.3475,323.4219,433,203,52.47629,57.11295,47.85891
polls-plus,US,Biden,2020-06-02,70.22500000000001,323.976,435,201,52.50252,57.25562,47.74026
polls-plus,US,Biden,2020-06-01,70.05749999999999,322.9987,435,201,52.47558,57.19166,47.73165
